0,-5,-14.999998,-34.999996,-29.999996,-19.999998,0,-14.999998,-19.999998,-29.999996,-29.999996,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
0.5,-24.999998,-19.999998,-19.999998,-5,-39.999996,-19.999998,-24.999998,-9.999999,-19.999998,-34.999996,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
1,-40.017899,-23.718603,-8.700703,13.768389,-54.986012,-35.09761,-32.500977,-2.514963,-12.483078,-38.686714,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
1.5,-48.43483,-25.726036,-2.243376,24.23097,-63.221245,-43.809368,-36.703876,1.581142,-8.284986,-40.480564,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
2,-50.304096,-26.091684,-0.53098,26.37582,-64.570183,-46.302124,-37.63591,2.186075,-7.390776,-40.128242,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
2.5,-47.150536,-25.357025,-2.429162,22.062912,-60.354046,-44.098186,-36.107254,-0.093412,-8.995326,-37.751717,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
3,-41.216843,-24.309216,-6.354661,14.093615,-52.65646,-39.236046,-33.354252,-4.219199,-11.9611,-33.854774,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
3.5,-34.614822,-23.606173,-10.859458,5.206387,-43.657497,-33.533211,-30.472952,-9.05925,-15.266174,-29.22617,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
4,-28.795631,-23.518162,-14.982164,-2.672972,-35.119488,-28.180429,-28.10067,-13.593126,-18.273434,-24.732674,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
4.5,-24.462515,-23.927713,-18.267002,-8.624893,-28.185331,-23.781054,-26.399523,-17.048563,-20.678871,-21.115969,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
5,-21.711916,-24.466425,-20.608013,-12.568381,-23.39645,-20.552614,-25.208136,-19.029819,-22.334566,-18.740057,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
5.5,-20.329708,-24.777599,-22.045795,-14.908669,-20.792147,-18.511036,-24.317875,-19.524828,-23.182079,-17.533804,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
6,-19.984146,-24.707382,-22.633808,-16.138105,-20.040066,-17.602545,-23.641994,-18.90876,-23.252258,-17.112532,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
6.5,-20.278536,-24.334154,-22.523121,-16.620735,-20.508762,-17.709219,-23.216984,-17.809319,-22.747519,-16.983315,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
7,-20.834827,-23.904034,-22.002289,-16.592745,-21.451025,-18.617256,-23.109991,-16.830952,-22.060389,-16.814251,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
7.5,-21.320705,-23.656466,-21.444923,-16.29915,-22.250839,-20.006716,-23.282124,-16.357567,-21.619623,-16.520164,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
8,-21.494841,-23.679041,-21.168318,-16.068117,-22.595881,-21.480715,-23.555952,-16.428505,-21.668119,-16.18335,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
8.5,-21.260122,-23.84687,-21.258333,-16.237947,-22.529369,-22.737703,-23.649645,-16.795635,-22.129328,-15.938282,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
9,-20.646528,-23.892508,-21.553217,-17.065907,-22.297737,-23.624964,-23.324209,-17.142853,-22.699535,-15.826358,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
9.5,-19.841427,-23.600138,-21.716604,-18.576023,-22.1394,-24.118769,-22.549427,-17.218851,-23.06472,-15.796666,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
10,-19.08569,-22.904819,-21.442877,-20.52165,-22.15229,-24.300552,-21.474821,-16.969641,-23.028463,-15.741579,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
10.5,-18.555117,-21.897499,-20.687187,-22.514235,-22.25036,-24.295668,-20.306871,-16.553926,-22.63546,-15.560415,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
11,-18.277147,-20.786461,-19.678307,-24.148287,-22.260946,-24.234762,-19.206646,-16.219301,-22.145697,-15.265051,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
11.5,-18.094702,-19.78248,-18.77816,-25.14868,-22.022223,-24.222668,-18.172598,-16.192232,-21.877571,-14.984056,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
12,-17.795858,-18.984442,-18.292265,-25.491859,-21.464403,-24.282837,-17.07999,-16.559629,-22.038532,-14.919165,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
12.5,-17.230124,-18.327072,-18.323925,-25.368053,-20.693665,-24.407932,-15.794283,-17.237413,-22.529175,-15.246609,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
13,-16.376612,-17.621532,-18.807024,-25.098211,-19.905701,-24.570309,-14.327141,-18.018045,-22.983625,-15.989222,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
13.5,-15.379894,-16.723587,-19.569664,-24.944881,-19.282772,-24.757315,-12.941364,-18.6127,-22.988939,-17.024294,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
14,-14.471148,-15.62005,-20.478508,-25.010458,-18.897255,-25.010151,-12.005035,-18.834312,-22.307507,-18.143675,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
14.5,-13.86556,-14.49162,-21.506794,-25.247179,-18.657349,-25.311598,-11.814672,-18.693254,-21.039402,-19.150736,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
15,-13.693268,-13.635652,-22.661327,-25.546965,-18.40214,-25.542652,-12.436019,-18.360987,-19.57283,-19.956835,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
15.5,-13.880554,-13.284501,-23.923004,-25.864643,-17.986816,-25.522999,-13.631869,-18.091713,-18.406111,-20.583189,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
16,-14.176072,-13.47826,-25.197653,-26.231646,-17.408758,-25.108934,-14.996279,-18.026709,-17.935122,-21.140457,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
16.5,-14.257615,-14.01444,-26.308123,-26.731934,-16.861488,-24.357004,-16.100338,-18.136444,-18.245045,-21.714136,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
17,-13.915668,-14.55532,-27.059294,-27.435713,-16.581274,-23.518784,-16.684895,-18.296837,-19.122318,-22.268227,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
17.5,-13.218206,-14.874293,-27.297974,-28.24007,-16.719231,-22.915268,-16.741796,-18.38253,-20.173267,-22.678734,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
18,-12.443224,-14.984759,-27.026581,-28.88109,-17.234873,-22.745974,-16.436781,-18.39875,-21.033426,-22.762589,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
18.5,-11.961596,-15.130295,-26.409218,-29.054131,-17.88896,-22.936699,-16.014894,-18.449999,-21.558344,-22.416616,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
19,-12.05119,-15.662523,-25.687288,-28.577429,-18.425268,-23.237484,-15.666036,-18.667734,-21.812613,-21.707462,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
19.5,-12.744936,-16.826506,-25.107754,-27.557991,-18.661844,-23.368425,-15.440142,-19.127401,-21.972183,-20.843519,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
20,-13.858037,-18.644686,-24.798437,-26.389158,-18.598799,-23.14583,-15.287874,-19.750971,-22.193882,-20.069969,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
20.5,-15.102309,-20.845673,-24.72592,-25.511673,-18.41099,-22.592758,-15.12751,-20.330193,-22.493383,-19.499908,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
