30,4.659932,1.125841,4.002032,4.989614,2.060808,4.028891,6.64257,0.834722,2.032258,-35,-35,-35,-35,-35,-35,-35,-35,-35
30.5,5.424708,1.253919,4.005654,5.223174,0.903229,3.624454,6.883706,0.693036,2.030859,-35,-35,-35,-35,-35,-35,-35,-35,-35
31,5.793295,1.35087,3.77355,5.092687,0.153026,2.823276,6.853816,0.935902,1.992753,-35,-35,-35,-35,-35,-35,-35,-35,-35
31.5,5.638496,1.266843,3.331326,4.666962,0.06131,1.89235,6.772644,1.562353,1.884751,-35,-35,-35,-35,-35,-35,-35,-35,-35
32,5.049195,1.005752,2.805842,4.221183,0.671204,1.14239,6.767241,2.460228,1.664493,-35,-35,-35,-35,-35,-35,-35,-35,-35
32.5,4.305614,0.715372,2.388667,4.121427,1.737705,0.802022,6.808611,3.387979,1.268639,-35,-35,-35,-35,-35,-35,-35,-35,-35
33,3.78951,0.622969,2.226298,4.617468,2.805952,0.934562,6.78051,4.037615,0.651636,-35,-35,-35,-35,-35,-35,-35,-35,-35
33.5,3.772341,0.897526,2.349411,5.66522,3.396555,1.381116,6.538888,4.180566,-0.156954,-35,-35,-35,-35,-35,-35,-35,-35,-35
34,4.291812,1.548402,2.611034,6.900506,3.232769,1.780925,5.975432,3.780103,-1.003108,-35,-35,-35,-35,-35,-35,-35,-35,-35
34.5,5.182256,2.415128,2.736284,7.890217,2.361089,1.774224,5.063578,3.030293,-1.617239,-35,-35,-35,-35,-35,-35,-35,-35,-35
35,6.131754,3.194227,2.515934,8.33279,1.159777,1.223797,3.88555,2.275611,-1.747136,-35,-35,-35,-35,-35,-35,-35,-35,-35
35.5,6.877043,3.57117,1.9283,8.162333,0.19682,0.283993,2.651484,1.826629,-1.279287,-35,-35,-35,-35,-35,-35,-35,-35,-35
36,7.337621,3.37165,1.166456,7.5369,-0.088628,-0.692865,1.618817,1.817117,-0.289553,-35,-35,-35,-35,-35,-35,-35,-35,-35
36.5,7.599062,2.650621,0.549608,6.70821,0.430036,-1.394722,1.004499,2.154346,0.95159,-35,-35,-35,-35,-35,-35,-35,-35,-35
37,7.836336,1.724602,0.334619,5.929845,1.589512,-1.678012,0.877046,2.60818,2.115569,-35,-35,-35,-35,-35,-35,-35,-35,-35
37.5,8.120696,1.022617,0.603678,5.357848,3.040729,-1.586919,1.109537,3.031168,2.962967,-35,-35,-35,-35,-35,-35,-35,-35,-35
38,8.365277,0.8968,1.170308,4.986085,4.445378,-1.266732,1.536682,3.395701,3.379715,-35,-35,-35,-35,-35,-35,-35,-35,-35
38.5,8.370063,1.526141,1.675305,4.711227,5.613667,-0.835952,2.043293,3.768768,3.439745,-35,-35,-35,-35,-35,-35,-35,-35,-35
39,7.97084,2.849979,1.874079,4.399225,6.554771,-0.32702,2.57127,4.221005,3.353017,-35,-35,-35,-35,-35,-35,-35,-35,-35
39.5,7.175402,4.613828,1.801285,3.992478,7.408791,0.248894,3.100795,4.724187,3.342769,-35,-35,-35,-35,-35,-35,-35,-35,-35
40,6.109106,6.473435,1.784652,3.552241,8.259289,0.860307,3.5523,5.176899,3.572017,-35,-35,-35,-35,-35,-35,-35,-35,-35
40.5,4.949102,8.064145,2.231174,3.173192,9.057022,1.42955,3.788754,5.434946,4.065284,-35,-35,-35,-35,-35,-35,-35,-35,-35
41,3.911719,9.077632,3.291694,2.934616,9.627673,1.874501,3.6933,5.356557,4.736583,-35,-35,-35,-35,-35,-35,-35,-35,-35
41.5,3.144266,9.293889,4.735816,2.81118,9.756083,2.132335,3.186211,4.873855,5.453422,-35,-35,-35,-35,-35,-35,-35,-35,-35
42,2.686344,8.616669,6.069947,2.664594,9.312252,2.148695,2.355154,4.019269,6.065102,-35,-35,-35,-35,-35,-35,-35,-35,-35
42.5,2.468627,7.155041,6.788387,2.381622,8.289345,1.956477,1.441105,2.947566,6.43964,-35,-35,-35,-35,-35,-35,-35,-35,-35
43,2.380448,5.176242,6.638497,1.934512,6.837914,1.696105,0.749774,1.874229,6.492324,-35,-35,-35,-35,-35,-35,-35,-35,-35
43.5,2.408172,3.07064,5.67986,1.396185,5.218511,1.538141,0.543267,0.946513,6.231122,-35,-35,-35,-35,-35,-35,-35,-35,-35
44,2.615578,1.270338,4.220327,0.880131,3.638838,1.590248,0.883781,0.18814,5.738572,-35,-35,-35,-35,-35,-35,-35,-35,-35
44.5,3.048793,0.117664,2.716062,0.482315,2.239207,1.806026,1.61439,-0.461284,5.126112,-35,-35,-35,-35,-35,-35,-35,-35,-35
45,3.687479,-0.237336,1.59886,0.280315,1.082845,2.001714,2.459549,-1.014296,4.535702,-35,-35,-35,-35,-35,-35,-35,-35,-35
45.5,4.356032,0.116705,1.172761,0.295453,0.163422,1.956514,3.150426,-1.374895,4.084879,-35,-35,-35,-35,-35,-35,-35,-35,-35
46,4.819553,0.907246,1.541513,0.488633,-0.541412,1.522969,3.560199,-1.414389,3.808161,-35,-35,-35,-35,-35,-35,-35,-35,-35
46.5,4.925755,1.809158,2.584288,0.819271,-1.026054,0.759669,3.719779,-1.058323,3.670995,-35,-35,-35,-35,-35,-35,-35,-35,-35
47,4.673563,2.51757,4.060214,1.253214,-1.239695,-0.096977,3.750227,-0.369415,3.548001,-35,-35,-35,-35,-35,-35,-35,-35,-35
47.5,4.23538,2.869482,5.675256,1.817083,-1.138928,-0.739185,3.79493,0.456928,3.259624,-35,-35,-35,-35,-35,-35,-35,-35,-35
48,3.833302,2.898194,7.156424,2.577613,-0.740191,-0.885165,3.927546,1.226012,2.678834,-35,-35,-35,-35,-35,-35,-35,-35,-35
48.5,3.646859,2.79617,8.27782,3.561485,-0.113892,-0.437298,4.188937,1.800921,1.773001,-35,-35,-35,-35,-35,-35,-35,-35,-35
49,3.791917,2.813893,8.855892,4.695464,0.624402,0.477652,4.618878,2.14937,0.656141,-35,-35,-35,-35,-35,-35,-35,-35,-35
49.5,4.241369,3.0614,8.822641,5.774097,1.372823,1.587382,5.2297,2.33436,-0.42966,-35,-35,-35,-35,-35,-35,-35,-35,-35
50,4.822382,3.447352,8.231185,6.575576,2.072912,2.585314,5.991008,2.425541,-1.186895,-35,-35,-35,-35,-35,-35,-35,-35,-35
50.5,5.284648,3.777488,7.249103,7.021117,2.665174,3.256076,6.803867,2.471535,-1.35244,-35,-35,-35,-35,-35,-35,-35,-35,-35
51,5.42218,3.9152,6.166856,7.143865,3.121195,3.506102,7.546061,2.488716,-0.864758,-35,-35,-35,-35,-35,-35,-35,-35,-35
51.5,5.195611,3.894473,5.282242,7.041858,3.47705,3.322856,8.109735,2.455692,0.070197,-35,-35,-35,-35,-35,-35,-35,-35,-35
52,4.711866,3.882886,4.774374,6.823245,3.763606,2.784987,8.334208,2.347341,1.04713,-35,-35,-35,-35,-35,-35,-35,-35,-35
52.5,4.173704,4.0296,4.671556,6.537019,3.966593,1.989927,8.042534,2.105851,1.66854,-35,-35,-35,-35,-35,-35,-35,-35,-35
53,3.802839,4.370079,4.851965,6.171759,4.03502,1.037174,7.156291,1.675084,1.777573,-35,-35,-35,-35,-35,-35,-35,-35,-35
53.5,3.67911,4.794811,5.159551,5.660297,3.948505,0.052233,5.744617,1.081824,1.47755,-35,-35,-35,-35,-35,-35,-35,-35,-35
54,3.745403,5.120193,5.475102,4.951615,3.77395,-0.814393,4.025033,0.434771,1.028755,-35,-35,-35,-35,-35,-35,-35,-35,-35
54.5,3.857501,5.217752,5.746584,4.108119,3.619292,-1.433035,2.282723,-0.068168,0.710054,-35,-35,-35,-35,-35,-35,-35,-35,-35
55,3.847414,5.11717,5.987632,3.270522,3.614301,-1.770968,0.798156,-0.258453,0.694279,-35,-35,-35,-35,-35,-35,-35,-35,-35
55.5,3.656727,5.033406,6.187688,2.63908,3.856055,-1.896365,-0.21673,-0.135191,1.037722,-35,-35,-35,-35,-35,-35,-35,-35,-35
56,3.301353,5.202443,6.334241,2.358637,4.34553,-1.932671,-0.744864,0.150089,1.68997,-35,-35,-35,-35,-35,-35,-35,-35,-35
56.5,2.839851,5.725841,6.401863,2.409209,5.017487,-1.969956,-0.929566,0.356073,2.499702,-35,-35,-35,-35,-35,-35,-35,-35,-35
57,2.364155,6.509441,6.289383,2.621315,5.753688,-1.977307,-0.947533,0.287296,3.309439,-35,-35,-35,-35,-35,-35,-35,-35,-35
57.5,1.898094,7.256131,5.879749,2.722089,6.415133,-1.799979,-0.937389,-0.085528,3.994076,-35,-35,-35,-35,-35,-35,-35,-35,-35
58,1.434119,7.629503,5.116196,2.498618,6.907841,-1.260327,-0.940545,-0.636728,4.474894,-35,-35,-35,-35,-35,-35,-35,-35,-35
58.5,0.976141,7.435363,4.110051,1.933587,7.168618,-0.240051,-0.942904,-1.127465,4.744323,-35,-35,-35,-35,-35,-35,-35,-35,-35
59,0.544194,6.692286,3.185351,1.197474,7.195614,1.23246,-0.904342,-1.322425,4.820786,-35,-35,-35,-35,-35,-35,-35,-35,-35
59.5,0.220428,5.647871,2.72754,0.579515,6.975109,2.95294,-0.729416,-1.099991,4.755367,-35,-35,-35,-35,-35,-35,-35,-35,-35
60,0.139281,4.631317,3.006678,0.312152,6.42204,4.577655,-0.340374,-0.500999,4.569935,-35,-35,-35,-35,-35,-35,-35,-35,-35
60.5,0.432678,3.917144,4.00539,0.405512,5.471417,5.732018,0.308303,0.292262,4.241565,-35,-35,-35,-35,-35,-35,-35,-35,-35
61,1.15235,3.674586,5.434866,0.666759,4.154694,6.215293,1.20222,1.095388,3.795088,-35,-35,-35,-35,-35,-35,-35,-35,-35
61.5,2.167692,3.876787,6.898137,0.830186,2.651096,6.094639,2.269554,1.796083,3.291919,-35,-35,-35,-35,-35,-35,-35,-35,-35
62,3.230566,4.298616,8.03229,0.739096,1.278776,5.627761,3.476943,2.369623,2.783626,-35,-35,-35,-35,-35,-35,-35,-35,-35
62.5,4.037064,4.635088,8.640178,0.412631,0.302564,5.135345,4.781773,2.874071,2.282888,-35,-35,-35,-35,-35,-35,-35,-35,-35
63,4.359594,4.638628,8.773429,-0.030195,-0.13389,4.82184,6.090568,3.327276,1.728632,-35,-35,-35,-35,-35,-35,-35,-35,-35
63.5,4.173442,4.273484,8.658298,-0.392536,-0.037435,4.715579,7.236182,3.630249,1.064464,-35,-35,-35,-35,-35,-35,-35,-35,-35
64,3.640267,3.711256,8.589022,-0.478237,0.406366,4.654601,8.016787,3.60642,0.283835,-35,-35,-35,-35,-35,-35,-35,-35,-35
64.5,3.025525,3.192727,8.710337,-0.192954,0.909863,4.34989,8.332079,3.076924,-0.595758,-35,-35,-35,-35,-35,-35,-35,-35,-35
65,2.595544,2.895493,8.8681,0.41359,1.167981,3.626139,8.235379,2.017504,-1.502189,-35,-35,-35,-35,-35,-35,-35,-35,-35
65.5,2.523449,2.813799,8.754783,1.158939,1.005742,2.567206,7.907715,0.673025,-2.34706,-35,-35,-35,-35,-35,-35,-35,-35,-35
66,2.84032,2.841425,8.09903,1.861131,0.457196,1.417103,7.56143,-0.525391,-3.03172,-35,-35,-35,-35,-35,-35,-35,-35,-35
66.5,3.42299,2.888009,6.874077,2.399009,-0.298943,0.464547,7.284066,-1.132669,-3.441195,-35,-35,-35,-35,-35,-35,-35,-35,-35
67,4.082603,2.942316,5.363615,2.752224,-0.967951,-0.111684,7.03277,-0.920275,-3.525932,-35,-35,-35,-35,-35,-35,-35,-35,-35
67.5,4.6932,3.080019,3.987008,2.98913,-1.277245,-0.286274,6.691116,0.042628,-3.308534,-35,-35,-35,-35,-35,-35,-35,-35,-35
68,5.181542,3.335487,3.053255,3.17234,-1.136255,-0.183088,6.131489,1.485639,-2.87955,-35,-35,-35,-35,-35,-35,-35,-35,-35
68.5,5.525264,3.631785,2.604175,3.287628,-0.620717,-0.033446,5.29802,3.045596,-2.365276,-35,-35,-35,-35,-35,-35,-35,-35,-35
69,5.712019,3.831965,2.487313,3.265403,0.140271,-0.001208,4.197639,4.437543,-1.848435,-35,-35,-35,-35,-35,-35,-35,-35,-35
69.5,5.726068,3.799284,2.499602,3.02101,1.088191,-0.095994,2.937478,5.494939,-1.358059,-35,-35,-35,-35,-35,-35,-35,-35,-35
70,5.575774,3.519537,2.479966,2.558422,2.238365,-0.19034,1.793279,6.149791,-0.876059,-35,-35,-35,-35,-35,-35,-35,-35,-35
70.5,5.256839,3.133514,2.391153,2.012154,3.565597,-0.141419,1.101445,6.433801,-0.396162,-35,-35,-35,-35,-35,-35,-35,-35,-35
71,4.789697,2.864051,2.301097,1.591385,4.981179,0.031721,1.11227,6.391284,0.019618,-35,-35,-35,-35,-35,-35,-35,-35,-35
71.5,4.263136,2.966161,2.254911,1.477479,6.318958,0.177617,1.847938,6.03893,0.265164,-35,-35,-35,-35,-35,-35,-35,-35,-35
72,3.761729,3.568719,2.233001,1.680215,7.357446,0.124371,3.034345,5.388375,0.255628,-35,-35,-35,-35,-35,-35,-35,-35,-35
72.5,3.352079,4.633281,2.115289,1.989466,7.902622,-0.217391,4.254051,4.471131,-0.00644,-35,-35,-35,-35,-35,-35,-35,-35,-35
73,3.083013,5.956287,1.720996,2.114014,7.83024,-0.750072,5.134561,3.369004,-0.364731,-35,-35,-35,-35,-35,-35,-35,-35,-35
73.5,2.983267,7.179847,0.954339,1.799361,7.161286,-1.250777,5.491456,2.192286,-0.596245,-35,-35,-35,-35,-35,-35,-35,-35,-35
74,3.120133,7.902634,-0.108248,0.980423,6.102776,-1.47854,5.40299,1.014577,-0.507851,-35,-35,-35,-35,-35,-35,-35,-35,-35
74.5,3.522222,7.853217,-1.195291,-0.13775,4.942263,-1.224576,5.084383,-0.113322,0.007694,-35,-35,-35,-35,-35,-35,-35,-35,-35
75,4.129493,7.027645,-1.957193,-1.162033,3.943358,-0.468047,4.77588,-1.163453,0.915825,-35,-35,-35,-35,-35,-35,-35,-35,-35
75.5,4.808636,5.7324,-2.111201,-1.698326,3.263643,0.5882,4.600357,-2.069627,2.032305,-35,-35,-35,-35,-35,-35,-35,-35,-35
76,5.417024,4.392512,-1.527569,-1.587514,2.951821,1.619896,4.473823,-2.729783,3.093302,-35,-35,-35,-35,-35,-35,-35,-35,-35
76.5,5.857102,3.343505,-0.315762,-0.96646,3.001021,2.341689,4.212724,-3.078827,3.894824,-35,-35,-35,-35,-35,-35,-35,-35,-35
77,6.080001,2.727516,1.185046,-0.121699,3.348301,2.703776,3.649692,-3.081668,4.446972,-35,-35,-35,-35,-35,-35,-35,-35,-35
77.5,6.063867,2.505042,2.578187,0.702175,3.890219,2.858937,2.774796,-2.715636,4.899372,-35,-35,-35,-35,-35,-35,-35,-35,-35
78,5.840129,2.557661,3.557436,1.455658,4.507257,3.052157,1.790105,-1.997526,5.375621,-35,-35,-35,-35,-35,-35,-35,-35,-35
78.5,5.501396,2.736861,4.027357,2.252202,5.04002,3.497267,0.977254,-1.004172,5.856958,-35,-35,-35,-35,-35,-35,-35,-35,-35
79,5.192733,2.915945,4.105589,3.186448,5.306919,4.250399,0.576928,0.082968,6.160137,-35,-35,-35,-35,-35,-35,-35,-35,-35
79.5,5.078888,3.062983,4.021404,4.215398,5.130311,5.175115,0.659498,1.044938,6.111538,-35,-35,-35,-35,-35,-35,-35,-35,-35
80,5.245643,3.159634,4.020214,5.119132,4.403938,5.992643,1.101569,1.733615,5.657237,-35,-35,-35,-35,-35,-35,-35,-35,-35
80.5,5.667844,3.124594,4.237789,5.601131,3.198561,6.391141,1.679364,2.100014,4.887821,-35,-35,-35,-35,-35,-35,-35,-35,-35
81,6.183886,2.843369,4.618161,5.467083,1.744649,6.249656,2.131402,2.282618,4.005495,-35,-35,-35,-35,-35,-35,-35,-35,-35
81.5,6.551731,2.239629,5.002134,4.755874,0.406344,5.655166,2.257069,2.523076,3.166221,-35,-35,-35,-35,-35,-35,-35,-35,-35
82,6.610501,1.338981,5.254795,3.786044,-0.446379,4.821328,2.049439,3.030558,2.425351,-35,-35,-35,-35,-35,-35,-35,-35,-35
82.5,6.35397,0.264571,5.3656,3.021199,-0.587549,3.997955,1.655801,3.872037,1.749293,-35,-35,-35,-35,-35,-35,-35,-35,-35
83,5.980761,-0.773627,5.416393,2.836807,0.00148,3.352421,1.271996,4.920158,1.03095,-35,-35,-35,-35,-35,-35,-35,-35,-35
83.5,5.798445,-1.51139,5.470822,3.378958,1.150226,2.922261,1.001237,5.916974,0.176155,-35,-35,-35,-35,-35,-35,-35,-35,-35
84,5.981068,-1.740409,5.528612,4.467902,2.565352,2.610758,0.815443,6.582518,-0.824972,-35,-35,-35,-35,-35,-35,-35,-35,-35
84.5,6.458902,-1.38078,5.516816,5.675481,3.969421,2.244501,0.69073,6.760681,-1.858419,-35,-35,-35,-35,-35,-35,-35,-35,-35
85,6.941611,-0.53012,5.345036,6.550957,5.183985,1.696837,0.667543,6.550228,-2.709035,-35,-35,-35,-35,-35,-35,-35,-35,-35
85.5,7.081184,0.52996,4.954607,6.806344,6.162781,0.929281,0.837304,6.180519,-3.173645,-35,-35,-35,-35,-35,-35,-35,-35,-35
86,6.653303,1.517976,4.336637,6.427864,6.943244,-0.00477,1.26974,5.856757,-3.124487,-35,-35,-35,-35,-35,-35,-35,-35,-35
86.5,5.667814,2.284346,3.566647,5.597536,7.575411,-0.945827,1.874609,5.669423,-2.575748,-35,-35,-35,-35,-35,-35,-35,-35,-35
87,4.390671,2.851163,2.761883,4.546536,8.063316,-1.749465,2.404031,5.556647,-1.706122,-35,-35,-35,-35,-35,-35,-35,-35,-35
87.5,3.216155,3.35104,1.99944,3.482285,8.352134,-2.361009,2.574672,5.382538,-0.773112,-35,-35,-35,-35,-35,-35,-35,-35,-35
88,2.434544,3.85906,1.318019,2.525476,8.38612,-2.77222,2.21507,5.028074,-0.000517,-35,-35,-35,-35,-35,-35,-35,-35,-35
88.5,2.116017,4.347729,0.738191,1.72116,8.202024,-2.970065,1.361109,4.463869,0.539886,-35,-35,-35,-35,-35,-35,-35,-35,-35
89,2.103453,4.771158,0.29947,1.085205,7.896088,-2.891904,0.230991,3.827783,0.915071,-35,-35,-35,-35,-35,-35,-35,-35,-35
89.5,2.158711,5.085219,0.070327,0.621104,7.593258,-2.505031,-0.855657,3.300166,1.240412,-35,-35,-35,-35,-35,-35,-35,-35,-35
90,2.115619,5.267999,0.081291,0.382196,7.383148,-1.834743,-1.602082,2.971879,1.603516,-35,-35,-35,-35,-35,-35,-35,-35,-35
90.5,1.920053,5.290711,0.359753,0.426651,7.278618,-0.94126,-1.884699,2.781871,1.979832,-35,-35,-35,-35,-35,-35,-35,-35,-35
