0,-284.999969,-304.999969,-309.999969,-319.999969,-35,-35,-35,-35
1,-314.687469,-284.999969,-289.687469,-304.999969,-35,-35,-35,-35
2,-332.112915,-272.776215,-277.991913,-296.506378,-35,-35,-35,-35
3,-325.413635,-279.307312,-284.732605,-303.122345,-35,-35,-35,-35
4,-311.53299,-292.064087,-297.6633,-311.326904,-35,-35,-35,-35
5,-305.724152,-297.724243,-306.539795,-311.601776,-35,-35,-35,-35
6,-307.595428,-293.374115,-307.062012,-307.205536,-35,-35,-35,-35
7,-308.199188,-288.294617,-304.9151,-307.051117,-35,-35,-35,-35
8,-304.755402,-290.754517,-305.320068,-310.843567,-35,-35,-35,-35
9,-302.211456,-295.363586,-304.200531,-312.531738,-35,-35,-35,-35
10,-305.032654,-293.595093,-296.190674,-312.39032,-35,-35,-35,-35
11,-307.863495,-288.108917,-285.445801,-314.376495,-35,-35,-35,-35
12,-303.459167,-286.858978,-283.147308,-322.376495,-35,-35,-35,-35
13,-299.110077,-291.207062,-290.605927,-328.424988,-35,-35,-35,-35
14,-301.792999,-295.884338,-296.990021,-325.154114,-35,-35,-35,-35
15,-305.783539,-297.247437,-294.316681,-320.15979,-35,-35,-35,-35
16,-303.256592,-296.888855,-289.933197,-318.009644,-35,-35,-35,-35
17,-298.911652,-295.779663,-294.620148,-316.471741,-35,-35,-35,-35
18,-298.004181,-293.846893,-304.998047,-315.24585,-35,-35,-35,-35
19,-299.531616,-292.395996,-309.760071,-314.223877,-35,-35,-35,-35
20,-299.143188,-291.741058,-308.06488,-313.597412,-35,-35,-35,-35
21,-296.560608,-291.938751,-306.795959,-314.322144,-35,-35,-35,-35
22,-296.530334,-294.253235,-306.933502,-313.438934,-35,-35,-35,-35
23,-301.401489,-296.216675,-305.824097,-308.569244,-35,-35,-35,-35
24,-306.02301,-293.95163,-302.479218,-306.9104,-35,-35,-35,-35
25,-304.701538,-293.184723,-300.026184,-313.598572,-35,-35,-35,-35
26,-300.038239,-297.913208,-302.66571,-321.407745,-35,-35,-35,-35
27,-298.712585,-303.328918,-305.861786,-324.499146,-35,-35,-35,-35
28,-302.87738,-302.451721,-306.684967,-323.460785,-35,-35,-35,-35
29,-308.299011,-298.590637,-304.566498,-323.615906,-35,-35,-35,-35
30,-307.382935,-297.813507,-302.180328,-324.216858,-35,-35,-35,-35
31,-303.109192,-299.102997,-300.345551,-320.992371,-35,-35,-35,-35
32,-302.048248,-297.557648,-298.47464,-315.69635,-35,-35,-35,-35
33,-305.648926,-292.588409,-295.86676,-314.113647,-35,-35,-35,-35
34,-308.407745,-292.607941,-295.180115,-314.542297,-35,-35,-35,-35
35,-306.899078,-300.159271,-297.798035,-313.593201,-35,-35,-35,-35
36,-305.296326,-303.481323,-303.792847,-311.460724,-35,-35,-35,-35
37,-306.455658,-297.598877,-309.570099,-313.539307,-35,-35,-35,-35
38,-308.06546,-291.154572,-309.834259,-319.561768,-35,-35,-35,-35
39,-309.251495,-292.485291,-306.133759,-322.455963,-35,-35,-35,-35
40,-311.525757,-295.486298,-302.560699,-318.664551,-35,-35,-35,-35
41,-313.546906,-292.953644,-300.056976,-313.173309,-35,-35,-35,-35
42,-310.590332,-289.333496,-297.189972,-313.318085,-35,-35,-35,-35
43,-302.699341,-292.476349,-295.997375,-317.111053,-35,-35,-35,-35
44,-296.921295,-298.727539,-298.73526,-316.826569,-35,-35,-35,-35
45,-300.144867,-300.372162,-300.237854,-313.756744,-35,-35,-35,-35
46,-305.826324,-298.083038,-296.659088,-315.999817,-35,-35,-35,-35
47,-306.608398,-295.870972,-292.006073,-320.43277,-35,-35,-35,-35
48,-306.158142,-295.868225,-292.841003,-321.051971,-35,-35,-35,-35
49,-310.716217,-296.66272,-294.799744,-315.270569,-35,-35,-35,-35
50,-314.218567,-295.19165,-292.860199,-311.30719,-35,-35,-35,-35
