0,-68.937492,-52.937492,-46.937496,-58.937492,-71.937492,-72.937492,-67.937492,-69.937492,-35,-35,-35,-35,-35,-35,-35,-35
0.5,-61.937492,-67.937492,-59.937492,-71.937492,-59.937492,-60.937492,-69.937492,-58.937492,-35,-35,-35,-35,-35,-35,-35,-35
1,-63.937492,-58.937492,-55.937492,-61.937492,-71.937492,-70.937492,-77.937492,-56.937492,-35,-35,-35,-35,-35,-35,-35,-35
1.5,-76.937492,-55.937492,-53.937492,-64.937492,-66.937492,-75.937492,-62.937492,-70.937492,-35,-35,-35,-35,-35,-35,-35,-35
2,-65.937492,-69.937492,-66.937492,-67.937492,-60.937492,-66.937492,-63.937492,-56.937492,-35,-35,-35,-35,-35,-35,-35,-35
2.5,-61.937492,-49.937492,-53.937492,-52.937492,-68.937492,-72.937492,-70.937492,-58.937492,-35,-35,-35,-35,-35,-35,-35,-35
3,-67.937492,-69.937492,-56.937492,-59.937492,-62.937492,-66.937492,-62.937492,-59.937492,-35,-35,-35,-35,-35,-35,-35,-35
3.5,-47.937496,-70.937492,-61.937492,-60.937492,-68.937492,-62.937492,-69.937492,-56.937492,-35,-35,-35,-35,-35,-35,-35,-35
4,-73.937492,-62.937492,-46.937496,-48.937492,-66.937492,-68.937492,-74.937492,-61.937492,-35,-35,-35,-35,-35,-35,-35,-35
4.5,-71.937492,-71.937492,-62.937492,-69.937492,-54.937492,-61.937492,-64.937492,-58.937492,-35,-35,-35,-35,-35,-35,-35,-35
5,-62.937492,-63.937492,-57.937492,-61.937492,-66.937492,-73.937492,-70.937492,-51.937492,-35,-35,-35,-35,-35,-35,-35,-35
5.5,-76.937492,-58.937492,-56.937492,-50.937492,-65.937492,-72.937492,-61.937492,-76.937492,-35,-35,-35,-35,-35,-35,-35,-35
6,-54.937492,-66.937492,-60.937492,-61.937492,-64.937492,-61.937492,-75.937492,-56.937492,-35,-35,-35,-35,-35,-35,-35,-35
6.5,-62.937492,-59.937492,-50.937492,-52.937492,-66.937492,-74.937492,-77.937492,-63.937492,-35,-35,-35,-35,-35,-35,-35,-35
7,-69.937492,-59.937492,-66.937492,-63.937492,-57.937492,-49.937492,-61.937492,-62.937492,-35,-35,-35,-35,-35,-35,-35,-35
7.5,-58.937492,-73.937492,-72.937492,-62.937492,-73.937492,-68.937492,-69.937492,-35.937496,-35,-35,-35,-35,-35,-35,-35,-35
8,-66.937492,-59.937492,-46.937496,-54.937492,-69.937492,-68.937492,-65.937492,-71.937492,-35,-35,-35,-35,-35,-35,-35,-35
8.5,-74.937492,-72.937492,-58.937492,-74.937492,-57.937492,-63.937492,-70.937492,-58.937492,-35,-35,-35,-35,-35,-35,-35,-35
9,-62.937492,-61.937492,-63.937492,-57.937492,-74.937492,-74.937492,-80.937492,-52.937492,-35,-35,-35,-35,-35,-35,-35,-35
9.5,-68.937492,-62.937492,-63.937492,-55.937492,-63.937492,-75.937492,-59.937492,-67.937492,-35,-35,-35,-35,-35,-35,-35,-35
10,-62.937492,-70.937492,-72.937492,-68.937492,-73.937492,-57.937492,-74.937492,-64.937492,-35,-35,-35,-35,-35,-35,-35,-35
10.5,-62.937492,-57.937492,-56.937492,-50.937492,-82.937492,-78.937492,-77.937492,-56.937492,-35,-35,-35,-35,-35,-35,-35,-35
11,-75.937492,-71.937492,-57.937492,-67.937492,-61.937492,-60.937492,-69.937492,-55.937492,-35,-35,-35,-35,-35,-35,-35,-35
11.5,-51.937492,-65.937492,-66.937492,-71.937492,-69.937492,-63.937492,-80.937492,-58.937492,-35,-35,-35,-35,-35,-35,-35,-35
12,-68.937492,-55.937492,-51.937492,-58.937492,-83.937492,-74.937492,-73.937492,-64.937492,-35,-35,-35,-35,-35,-35,-35,-35
12.5,-63.937492,-68.937492,-52.937492,-70.937492,-61.937492,-76.937492,-69.937492,-59.937492,-35,-35,-35,-35,-35,-35,-35,-35
13,-64.937492,-63.937492,-64.937492,-55.937492,-82.937492,-80.937492,-77.937492,-58.937492,-35,-35,-35,-35,-35,-35,-35,-35
13.5,-73.937492,-65.937492,-56.937492,-63.937492,-63.937492,-75.937492,-70.937492,-75.937492,-35,-35,-35,-35,-35,-35,-35,-35
14,-55.937492,-65.937492,-68.937492,-71.937492,-70.937492,-61.937492,-70.937492,-68.937492,-35,-35,-35,-35,-35,-35,-35,-35
14.5,-64.937492,-57.937492,-55.937492,-55.937492,-84.937492,-74.937492,-82.937492,-61.937492,-35,-35,-35,-35,-35,-35,-35,-35
15,-68.937492,-72.937492,-56.937492,-60.937492,-60.937492,-62.937492,-75.937492,-73.937492,-35,-35,-35,-35,-35,-35,-35,-35
15.5,-56.937492,-74.937492,-65.937492,-61.937492,-83.937492,-67.937492,-79.937492,-56.937492,-35,-35,-35,-35,-35,-35,-35,-35
16,-69.937492,-68.937492,-40.937496,-57.937492,-76.937492,-77.937492,-76.937492,-63.937492,-35,-35,-35,-35,-35,-35,-35,-35
16.5,-68.937492,-64.937492,-59.937492,-67.937492,-64.937492,-63.937492,-67.937492,-63.937492,-35,-35,-35,-35,-35,-35,-35,-35
17,-56.937492,-65.937492,-58.937492,-69.937492,-85.937492,-77.937492,-80.937492,-51.937492,-35,-35,-35,-35,-35,-35,-35,-35
17.5,-83.937492,-58.937492,-46.937496,-53.937492,-69.937492,-75.937492,-69.937492,-69.937492,-35,-35,-35,-35,-35,-35,-35,-35
18,-63.937492,-60.937492,-67.937492,-84.937492,-71.937492,-61.937492,-71.937492,-56.937492,-35,-35,-35,-35,-35,-35,-35,-35
18.5,-56.937492,-55.937492,-55.937492,-53.937492,-82.937492,-73.937492,-78.937492,-56.937492,-35,-35,-35,-35,-35,-35,-35,-35
19,-72.937492,-68.937492,-52.937492,-59.937492,-73.937492,-64.937492,-68.937492,-72.937492,-35,-35,-35,-35,-35,-35,-35,-35
19.5,-57.937492,-72.937492,-57.937492,-67.937492,-73.937492,-72.937492,-76.937492,-50.937492,-35,-35,-35,-35,-35,-35,-35,-35
20,-70.937492,-58.937492,-56.937492,-51.937492,-68.937492,-74.937492,-85.937492,-63.937492,-35,-35,-35,-35,-35,-35,-35,-35
20.5,-81.937492,-70.937492,-56.937492,-74.937492,-57.937492,-62.937492,-76.937492,-68.937492,-35,-35,-35,-35,-35,-35,-35,-35
21,-61.937492,-59.937492,-60.937492,-56.937492,-78.937492,-64.937492,-75.937492,-57.937492,-35,-35,-35,-35,-35,-35,-35,-35
21.5,-81.937492,-60.937492,-48.937492,-59.937492,-71.937492,-74.937492,-65.937492,-71.937492,-35,-35,-35,-35,-35,-35,-35,-35
22,-70.937492,-77.937492,-65.937492,-63.937492,-72.937492,-62.937492,-64.937492,-61.937492,-35,-35,-35,-35,-35,-35,-35,-35
22.5,-52.937492,-64.937492,-55.937492,-58.937492,-83.937492,-72.937492,-77.937492,-64.937492,-35,-35,-35,-35,-35,-35,-35,-35
23,-78.937492,-73.937492,-55.937492,-60.937492,-65.937492,-56.937492,-70.937492,-66.937492,-35,-35,-35,-35,-35,-35,-35,-35
23.5,-54.937492,-71.937492,-57.937492,-72.937492,-73.937492,-68.937492,-69.937492,-49.937492,-35,-35,-35,-35,-35,-35,-35,-35
24,-70.937492,-53.937492,-48.937492,-59.937492,-73.937492,-74.937492,-70.937492,-65.937492,-35,-35,-35,-35,-35,-35,-35,-35
24.5,-69.937492,-65.937492,-61.937492,-75.937492,-64.937492,-61.937492,-60.937492,-59.937492,-35,-35,-35,-35,-35,-35,-35,-35
25,-54.937492,-59.937492,-62.937492,-68.937492,-79.937492,-69.937492,-77.937492,-61.937492,-35,-35,-35,-35,-35,-35,-35,-35
25.5,-77.937492,-52.937492,-57.937492,-65.937492,-70.937492,-79.937492,-63.937492,-71.937492,-35,-35,-35,-35,-35,-35,-35,-35
26,-69.937492,-66.937492,-72.937492,-69.937492,-73.937492,-66.937492,-63.937492,-61.937492,-35,-35,-35,-35,-35,-35,-35,-35
26.5,-64.937492,-59.937492,-62.937492,-63.937492,-85.937492,-73.937492,-74.937492,-57.937492,-35,-35,-35,-35,-35,-35,-35,-35
27,-70.937492,-69.937492,-54.937492,-63.937492,-61.937492,-69.937492,-67.937492,-64.937492,-35,-35,-35,-35,-35,-35,-35,-35
27.5,-59.937492,-69.937492,-59.937492,-74.937492,-65.937492,-71.937492,-74.937492,-57.937492,-35,-35,-35,-35,-35,-35,-35,-35
28,-65.937492,-55.937492,-47.937496,-56.937492,-68.937492,-77.937492,-78.937492,-65.937492,-35,-35,-35,-35,-35,-35,-35,-35
28.5,-74.937492,-64.937492,-57.937492,-68.937492,-58.937492,-63.937492,-68.937492,-62.937492,-35,-35,-35,-35,-35,-35,-35,-35
29,-60.937492,-61.937492,-65.937492,-59.937492,-70.937492,-79.937492,-76.937492,-60.937492,-35,-35,-35,-35,-35,-35,-35,-35
29.5,-79.937492,-55.937492,-54.937492,-59.937492,-65.937492,-73.937492,-60.937492,-72.937492,-35,-35,-35,-35,-35,-35,-35,-35
30,-60.937492,-70.937492,-64.937492,-76.937492,-68.937492,-65.937492,-69.937492,-56.937492,-35,-35,-35,-35,-35,-35,-35,-35
