63,-19.129826,-17.087582,-18.476036,-22.088778,-22.416578,-35,-35,-35,-35,-35
63.5,-18.866407,-16.502998,-20.149914,-22.731182,-22.233839,-35,-35,-35,-35,-35
64,-18.608023,-16.388561,-21.873117,-23.235004,-22.034859,-35,-35,-35,-35,-35
64.5,-18.289762,-16.876162,-23.342648,-23.651781,-21.879183,-35,-35,-35,-35,-35
65,-17.895838,-17.985834,-24.347221,-24.069244,-21.828661,-35,-35,-35,-35,-35
65.5,-17.45632,-19.529907,-24.736139,-24.502247,-21.878645,-35,-35,-35,-35,-35
66,-16.987669,-21.151337,-24.415188,-24.89599,-21.982988,-35,-35,-35,-35,-35
66.5,-16.489998,-22.430832,-23.452868,-25.118034,-22.091454,-35,-35,-35,-35,-35
67,-15.988536,-23.059387,-22.06455,-25.007921,-22.195688,-35,-35,-35,-35,-35
67.5,-15.543716,-22.925325,-20.59796,-24.435154,-22.318512,-35,-35,-35,-35,-35
68,-15.205624,-22.14255,-19.449121,-23.421822,-22.453333,-35,-35,-35,-35,-35
68.5,-14.949298,-21.027969,-18.911831,-22.187475,-22.603348,-35,-35,-35,-35,-35
69,-14.736789,-19.929897,-19.106525,-21.053278,-22.792339,-35,-35,-35,-35,-35
69.5,-14.589272,-19.112385,-19.968399,-20.286135,-23.012522,-35,-35,-35,-35,-35
70,-14.543639,-18.719749,-21.282164,-19.957129,-23.211452,-35,-35,-35,-35,-35
70.5,-14.676512,-18.754473,-22.737947,-19.905512,-23.265598,-35,-35,-35,-35,-35
71,-15.072036,-19.159481,-23.959217,-19.889851,-22.996395,-35,-35,-35,-35,-35
71.5,-15.759946,-19.875259,-24.616529,-19.655293,-22.288263,-35,-35,-35,-35,-35
72,-16.727524,-20.900444,-24.568449,-19.041859,-21.172218,-35,-35,-35,-35,-35
72.5,-17.887424,-22.279537,-23.875345,-18.105473,-19.862892,-35,-35,-35,-35,-35
73,-19.103962,-23.9844,-22.772724,-17.090271,-18.681837,-35,-35,-35,-35,-35
73.5,-20.232563,-25.848276,-21.517927,-16.31218,-17.915014,-35,-35,-35,-35,-35
74,-21.085602,-27.608976,-20.226704,-15.999586,-17.728403,-35,-35,-35,-35,-35
74.5,-21.502945,-28.967129,-18.890211,-16.201361,-18.125519,-35,-35,-35,-35,-35
75,-21.425411,-29.711229,-17.472692,-16.829191,-18.968807,-35,-35,-35,-35,-35
75.5,-20.925634,-29.783304,-16.034542,-17.727556,-20.063435,-35,-35,-35,-35,-35
76,-20.198095,-29.276579,-14.733286,-18.786684,-21.228703,-35,-35,-35,-35,-35
76.5,-19.504395,-28.386774,-13.759257,-19.953613,-22.377481,-35,-35,-35,-35,-35
77,-19.074217,-27.296696,-13.342269,-21.167351,-23.503986,-35,-35,-35,-35,-35
77.5,-19.017637,-26.1607,-13.661462,-22.35643,-24.56185,-35,-35,-35,-35,-35
78,-19.281464,-25.089104,-14.725945,-23.388969,-25.499502,-35,-35,-35,-35,-35
78.5,-19.740063,-24.152729,-16.378933,-24.06576,-26.315893,-35,-35,-35,-35,-35
79,-20.245253,-23.400507,-18.3155,-24.251051,-27.073565,-35,-35,-35,-35,-35
79.5,-20.642031,-22.854593,-20.187025,-23.899935,-27.848927,-35,-35,-35,-35,-35
80,-20.773165,-22.543722,-21.707338,-23.139565,-28.637907,-35,-35,-35,-35,-35
80.5,-20.502062,-22.488501,-22.727736,-22.309488,-29.339935,-35,-35,-35,-35,-35
81,-19.801212,-22.640345,-23.304386,-21.79715,-29.792406,-35,-35,-35,-35,-35
81.5,-18.81955,-22.897621,-23.615393,-21.852425,-29.879322,-35,-35,-35,-35,-35
82,-17.822454,-23.129391,-23.819736,-22.474636,-29.612822,-35,-35,-35,-35,-35
82.5,-17.087561,-23.22669,-23.954336,-23.424353,-29.116142,-35,-35,-35,-35,-35
83,-16.737244,-23.184784,-23.943232,-24.357141,-28.576141,-35,-35,-35,-35,-35
83.5,-16.683323,-23.043598,-23.715982,-25.020065,-28.159447,-35,-35,-35,-35,-35
84,-16.69416,-22.817661,-23.269766,-25.410467,-27.938974,-35,-35,-35,-35,-35
84.5,-16.552235,-22.518478,-22.730698,-25.706905,-27.890676,-35,-35,-35,-35,-35
85,-16.234381,-22.180099,-22.332804,-25.993464,-27.879276,-35,-35,-35,-35,-35
85.5,-15.893233,-21.867067,-22.253613,-26.188305,-27.716537,-35,-35,-35,-35,-35
86,-15.71292,-21.580324,-22.505882,-26.069826,-27.250048,-35,-35,-35,-35,-35
86.5,-15.794607,-21.25308,-22.924711,-25.401539,-26.475672,-35,-35,-35,-35,-35
87,-16.112345,-20.834091,-23.273691,-24.124565,-25.616394,-35,-35,-35,-35,-35
87.5,-16.601669,-20.377174,-23.447268,-22.433578,-25.047693,-35,-35,-35,-35,-35
88,-17.190193,-20.054014,-23.49836,-20.756712,-25.035496,-35,-35,-35,-35,-35
88.5,-17.799696,-20.049299,-23.548361,-19.587383,-25.594645,-35,-35,-35,-35,-35
89,-18.385965,-20.416859,-23.672966,-19.25012,-26.523586,-35,-35,-35,-35,-35
89.5,-18.89822,-21.079086,-23.8293,-19.76963,-27.552614,-35,-35,-35,-35,-35
90,-19.263605,-21.879911,-23.897806,-20.852116,-28.422274,-35,-35,-35,-35,-35
90.5,-19.40473,-22.670181,-23.718973,-22.053783,-28.914944,-35,-35,-35,-35,-35
91,-19.255304,-23.390564,-23.184551,-22.950954,-28.915396,-35,-35,-35,-35,-35
91.5,-18.836967,-24.032568,-22.343193,-23.257627,-28.479969,-35,-35,-35,-35,-35
92,-18.28694,-24.659761,-21.362156,-22.97366,-27.792345,-35,-35,-35,-35,-35
92.5,-17.820343,-25.399986,-20.431427,-22.362347,-27.093666,-35,-35,-35,-35,-35
93,-17.666956,-26.381067,-19.705265,-21.758219,-26.540667,-35,-35,-35,-35,-35
93.5,-17.939796,-27.638493,-19.206417,-21.429714,-26.144506,-35,-35,-35,-35,-35
94,-18.553116,-29.019548,-18.897556,-21.477755,-25.818098,-35,-35,-35,-35,-35
94.5,-19.207695,-30.244661,-18.72805,-21.849163,-25.451496,-35,-35,-35,-35,-35
95,-19.476324,-31.055359,-18.668354,-22.393715,-25.03047,-35,-35,-35,-35,-35
95.5,-19.012297,-31.302895,-18.744064,-22.926348,-24.639851,-35,-35,-35,-35,-35
96,-17.724102,-31.005939,-19.022182,-23.330452,-24.404615,-35,-35,-35,-35,-35
96.5,-15.841953,-30.291695,-19.60676,-23.58453,-24.442413,-35,-35,-35,-35,-35
97,-13.838614,-29.302639,-20.575314,-23.683584,-24.787706,-35,-35,-35,-35,-35
97.5,-12.181897,-28.174068,-21.818724,-23.607651,-25.371107,-35,-35,-35,-35,-35
98,-11.143315,-27.007462,-23.038012,-23.322285,-26.110407,-35,-35,-35,-35,-35
98.5,-10.738949,-25.890377,-23.869673,-22.826523,-26.992603,-35,-35,-35,-35,-35
99,-10.804002,-24.91466,-24.071321,-22.181055,-28.075232,-35,-35,-35,-35,-35
99.5,-11.184401,-24.167534,-23.691103,-21.492487,-29.359774,-35,-35,-35,-35,-35
100,-11.818123,-23.721363,-23.043507,-20.919437,-30.709593,-35,-35,-35,-35,-35
100.5,-12.653896,-23.575727,-22.526478,-20.603445,-31.853296,-35,-35,-35,-35,-35
101,-13.609635,-23.659306,-22.406319,-20.590761,-32.456158,-35,-35,-35,-35,-35
101.5,-14.572439,-23.885637,-22.655441,-20.84129,-32.297215,-35,-35,-35,-35,-35
102,-15.420456,-24.141104,-23.044373,-21.211863,-31.373499,-35,-35,-35,-35,-35
102.5,-16.099783,-24.299692,-23.335392,-21.561754,-29.892715,-35,-35,-35,-35,-35
103,-16.618509,-24.322191,-23.450172,-21.809772,-28.214991,-35,-35,-35,-35,-35
103.5,-17.044653,-24.332382,-23.513573,-21.946316,-26.741667,-35,-35,-35,-35,-35
104,-17.473211,-24.617323,-23.721739,-22.001665,-25.772463,-35,-35,-35,-35,-35
104.5,-17.989571,-25.41563,-24.231798,-21.956318,-25.438251,-35,-35,-35,-35,-35
105,-18.628067,-26.748976,-25.046473,-21.717224,-25.637609,-35,-35,-35,-35,-35
105.5,-19.270229,-28.417042,-25.915335,-21.176426,-26.132519,-35,-35,-35,-35,-35
106,-19.698444,-30.067097,-26.445015,-20.307514,-26.596691,-35,-35,-35,-35,-35
106.5,-19.71027,-31.348772,-26.300776,-19.298225,-26.765987,-35,-35,-35,-35,-35
107,-19.20521,-32.020092,-25.405457,-18.498529,-26.617199,-35,-35,-35,-35,-35
107.5,-18.228453,-31.994448,-24.006979,-18.210018,-26.336636,-35,-35,-35,-35,-35
108,-17.006252,-31.386574,-22.495974,-18.56377,-26.169931,-35,-35,-35,-35,-35
108.5,-15.901186,-30.443239,-21.179445,-19.434574,-26.251371,-35,-35,-35,-35,-35
109,-15.301898,-29.421867,-20.151377,-20.460024,-26.538038,-35,-35,-35,-35,-35
109.5,-15.446012,-28.482807,-19.289059,-21.224991,-26.878546,-35,-35,-35,-35,-35
110,-16.325855,-27.651012,-18.41534,-21.463049,-27.084368,-35,-35,-35,-35,-35
110.5,-17.627258,-26.884737,-17.480083,-21.21463,-27.04031,-35,-35,-35,-35,-35
111,-18.841551,-26.156984,-16.623299,-20.770988,-26.820103,-35,-35,-35,-35,-35
111.5,-19.543957,-25.489561,-16.051584,-20.438807,-26.653593,-35,-35,-35,-35,-35
112,-19.579077,-24.905609,-15.846998,-20.392048,-26.795862,-35,-35,-35,-35,-35
112.5,-19.045532,-24.338581,-15.967924,-20.651035,-27.366409,-35,-35,-35,-35,-35
113,-18.176798,-23.649847,-16.29388,-21.135914,-28.251291,-35,-35,-35,-35,-35
113.5,-17.154692,-22.746815,-16.72049,-21.702337,-29.198614,-35,-35,-35,-35,-35
114,-16.03648,-21.617846,-17.235983,-22.182308,-29.938457,-35,-35,-35,-35,-35
114.5,-14.775942,-20.398918,-17.875282,-22.451874,-30.289938,-35,-35,-35,-35,-35
115,-13.356165,-19.325186,-18.685045,-22.43784,-30.219707,-35,-35,-35,-35,-35
115.5,-11.906564,-18.644102,-19.670639,-22.136667,-29.817877,-35,-35,-35,-35,-35
116,-10.654936,-18.522778,-20.737867,-21.619389,-29.242247,-35,-35,-35,-35,-35
116.5,-9.831388,-18.924101,-21.719236,-20.990999,-28.662247,-35,-35,-35,-35,-35
117,-9.577365,-19.60644,-22.396814,-20.368074,-28.167385,-35,-35,-35,-35,-35
117.5,-9.880554,-20.232443,-22.581163,-19.792295,-27.835323,-35,-35,-35,-35,-35
118,-10.618565,-20.509886,-22.254974,-19.192307,-27.751122,-35,-35,-35,-35,-35
118.5,-11.622762,-20.355927,-21.569729,-18.528631,-27.980392,-35,-35,-35,-35,-35
119,-12.752076,-19.935858,-20.78459,-17.888439,-28.504293,-35,-35,-35,-35,-35
119.5,-13.954151,-19.572775,-20.127085,-17.446085,-29.136486,-35,-35,-35,-35,-35
120,-15.207262,-19.577896,-19.68593,-17.35207,-29.587902,-35,-35,-35,-35,-35
120.5,-16.502317,-20.040306,-19.463446,-17.564447,-29.565079,-35,-35,-35,-35,-35
121,-17.803249,-20.811125,-19.39315,-17.855785,-28.835678,-35,-35,-35,-35,-35
121.5,-19.024504,-21.619951,-19.353878,-17.922724,-27.368673,-35,-35,-35,-35,-35
122,-20.04884,-22.214705,-19.225714,-17.59148,-25.339268,-35,-35,-35,-35,-35
122.5,-20.772018,-22.517138,-18.954142,-16.977322,-23.088032,-35,-35,-35,-35,-35
123,-21.16083,-22.626324,-18.57616,-16.420948,-21.047665,-35,-35,-35,-35,-35
123.5,-21.297445,-22.747555,-18.195669,-16.290943,-19.617001,-35,-35,-35,-35,-35
124,-21.303959,-23.08633,-17.945232,-16.752285,-19.047941,-35,-35,-35,-35,-35
124.5,-21.244164,-23.709373,-17.913994,-17.639576,-19.310219,-35,-35,-35,-35,-35
125,-21.089062,-24.552074,-18.041115,-18.580338,-20.127411,-35,-35,-35,-35,-35
125.5,-20.723875,-25.446789,-18.176651,-19.192701,-21.133675,-35,-35,-35,-35,-35
126,-20.059111,-26.218481,-18.187325,-19.325703,-22.032434,-35,-35,-35,-35,-35
126.5,-19.068735,-26.756948,-18.04789,-19.131355,-22.694639,-35,-35,-35,-35,-35
127,-17.852278,-26.968925,-17.879148,-18.895594,-23.180361,-35,-35,-35,-35,-35
127.5,-16.653532,-26.790779,-17.872654,-18.853369,-23.647432,-35,-35,-35,-35,-35
128,-15.760272,-26.207666,-18.150394,-19.136137,-24.236891,-35,-35,-35,-35,-35
128.5,-15.391222,-25.222309,-18.719837,-19.758024,-24.955313,-35,-35,-35,-35,-35
129,-15.584949,-23.885807,-19.456831,-20.664795,-25.66526,-35,-35,-35,-35,-35
129.5,-16.129503,-22.335524,-20.188353,-21.719204,-26.207069,-35,-35,-35,-35,-35
130,-16.655954,-20.752735,-20.808941,-22.739531,-26.499773,-35,-35,-35,-35,-35
130.5,-16.782068,-19.375832,-21.306953,-23.616402,-26.607952,-35,-35,-35,-35,-35
131,-16.329237,-18.451241,-21.760939,-24.318377,-26.671572,-35,-35,-35,-35,-35
131.5,-15.411293,-18.163445,-22.249296,-24.862835,-26.777468,-35,-35,-35,-35,-35
132,-14.315053,-18.518747,-22.783405,-25.247519,-26.91889,-35,-35,-35,-35,-35
132.5,-13.365335,-19.283842,-23.29253,-25.387835,-26.995365,-35,-35,-35,-35,-35
133,-12.791425,-20.081327,-23.625668,-25.186411,-26.925222,-35,-35,-35,-35,-35
133.5,-12.644296,-20.57073,-23.682262,-24.606216,-26.716852,-35,-35,-35,-35,-35
134,-12.816568,-20.622818,-23.485992,-23.800453,-26.467142,-35,-35,-35,-35,-35
134.5,-13.115532,-20.359848,-23.134968,-23.070879,-26.357138,-35,-35,-35,-35,-35
135,-13.392401,-20.025068,-22.739433,-22.674726,-26.542725,-35,-35,-35,-35,-35
135.5,-13.621744,-19.885283,-22.360233,-22.721638,-27.009466,-35,-35,-35,-35,-35
136,-13.871391,-20.107466,-22.012161,-23.100702,-27.637316,-35,-35,-35,-35,-35
136.5,-14.230932,-20.6647,-21.706209,-23.516045,-28.27541,-35,-35,-35,-35,-35
137,-14.690389,-21.356428,-21.415968,-23.638498,-28.798441,-35,-35,-35,-35,-35
137.5,-15.168325,-21.873129,-21.107841,-23.222816,-29.123871,-35,-35,-35,-35,-35
138,-15.629637,-21.968086,-20.810223,-22.266253,-29.255449,-35,-35,-35,-35,-35
138.5,-16.077049,-21.601604,-20.593082,-21.071878,-29.231567,-35,-35,-35,-35,-35
139,-16.494648,-20.941971,-20.522665,-20.093925,-29.02072,-35,-35,-35,-35,-35
139.5,-16.840357,-20.347149,-20.585913,-19.719736,-28.527788,-35,-35,-35,-35,-35
140,-17.049273,-20.216711,-20.683479,-20.075115,-27.689587,-35,-35,-35,-35,-35
140.5,-17.075663,-20.774122,-20.627623,-20.994377,-26.49453,-35,-35,-35,-35,-35
141,-16.906546,-21.921291,-20.234158,-22.126144,-25.056459,-35,-35,-35,-35,-35
141.5,-16.579344,-23.250164,-19.461237,-23.093033,-23.638542,-35,-35,-35,-35,-35
142,-16.206015,-24.256056,-18.474785,-23.70645,-22.496918,-35,-35,-35,-35,-35
142.5,-15.915565,-24.630571,-17.589468,-24.007629,-21.820368,-35,-35,-35,-35,-35
143,-15.828629,-24.363251,-17.11305,-24.13213,-21.669432,-35,-35,-35,-35,-35
143.5,-16.01305,-23.709536,-17.167927,-24.200859,-21.962725,-35,-35,-35,-35,-35
144,-16.408579,-22.930622,-17.677269,-24.230009,-22.491266,-35,-35,-35,-35,-35
144.5,-16.850512,-22.101877,-18.430513,-24.198708,-22.987698,-35,-35,-35,-35,-35
145,-17.140173,-21.165106,-19.167955,-24.108383,-23.319653,-35,-35,-35,-35,-35
