7.5,-38.729847,-41.665913,-52.617832,-48.150547,-38.854832,-46.695511,-51.604897,-35,-35,-35,-35,-35,-35,-35
8,-37.863743,-41.829533,-53.524944,-47.422287,-36.350185,-46.355751,-50.622467,-35,-35,-35,-35,-35,-35,-35
8.5,-37.309757,-42.031559,-54.138336,-46.538422,-34.359955,-45.994091,-49.680069,-35,-35,-35,-35,-35,-35,-35
9,-37.245277,-42.336922,-54.358345,-45.828308,-33.30579,-45.801216,-48.912891,-35,-35,-35,-35,-35,-35,-35
9.5,-37.605122,-42.721107,-54.049896,-45.448112,-33.385559,-45.963959,-48.412785,-35,-35,-35,-35,-35,-35,-35
10,-38.208771,-43.105434,-53.07346,-45.318096,-34.45435,-46.558758,-48.239395,-35,-35,-35,-35,-35,-35,-35
10.5,-38.893631,-43.3792,-51.442654,-45.166359,-36.032387,-47.492821,-48.360493,-35,-35,-35,-35,-35,-35,-35
11,-39.548061,-43.432751,-49.350723,-44.756134,-37.545193,-48.590847,-48.660828,-35,-35,-35,-35,-35,-35,-35
11.5,-40.113605,-43.265099,-47.091145,-43.97707,-38.569656,-49.652313,-49.001949,-35,-35,-35,-35,-35,-35,-35
12,-40.583786,-42.963192,-44.984238,-42.871975,-39.024773,-50.481476,-49.297001,-35,-35,-35,-35,-35,-35,-35
12.5,-40.9772,-42.639641,-43.24477,-41.6707,-39.151493,-50.983608,-49.595173,-35,-35,-35,-35,-35,-35,-35
13,-41.366783,-42.356815,-41.971657,-40.683968,-39.242729,-51.166046,-50.017048,-35,-35,-35,-35,-35,-35,-35
13.5,-41.812317,-42.039886,-41.175243,-40.189671,-39.467667,-51.14323,-50.677441,-35,-35,-35,-35,-35,-35,-35
14,-42.355156,-41.591625,-40.780804,-40.285011,-39.789536,-51.083645,-51.583981,-35,-35,-35,-35,-35,-35,-35
14.5,-43.01482,-40.978436,-40.666119,-40.833927,-40.082531,-51.106316,-52.549942,-35,-35,-35,-35,-35,-35,-35
15,-43.691151,-40.252651,-40.671261,-41.559742,-40.261063,-51.240025,-53.340675,-35,-35,-35,-35,-35,-35,-35
15.5,-44.274479,-39.526009,-40.652458,-42.181805,-40.308983,-51.453621,-53.818874,-35,-35,-35,-35,-35,-35,-35
16,-44.710346,-38.905201,-40.5495,-42.563854,-40.350037,-51.739891,-53.993671,-35,-35,-35,-35,-35,-35,-35
16.5,-44.966351,-38.483814,-40.345814,-42.766373,-40.572853,-52.088634,-54.02771,-35,-35,-35,-35,-35,-35,-35
17,-45.045803,-38.29826,-40.051281,-42.981804,-41.150093,-52.425991,-54.145626,-35,-35,-35,-35,-35,-35,-35
17.5,-44.935932,-38.278862,-39.688393,-43.427677,-42.196907,-52.685528,-54.53566,-35,-35,-35,-35,-35,-35,-35
18,-44.609043,-38.319866,-39.275757,-44.158085,-43.67334,-52.85741,-55.260502,-35,-35,-35,-35,-35,-35,-35
18.5,-44.041584,-38.327332,-38.867035,-45.010418,-45.397873,-52.953136,-56.223232,-35,-35,-35,-35,-35,-35,-35
19,-43.230286,-38.268089,-38.492966,-45.713535,-47.093838,-52.980312,-57.256107,-35,-35,-35,-35,-35,-35,-35
19.5,-42.249763,-38.163124,-38.201923,-46.048805,-48.467403,-52.869705,-58.150173,-35,-35,-35,-35,-35,-35,-35
20,-41.209782,-38.091244,-38.108776,-46.017284,-49.312862,-52.577847,-58.713951,-35,-35,-35,-35,-35,-35,-35
20.5,-40.20871,-38.201683,-38.360226,-45.761837,-49.587769,-52.163074,-58.839146,-35,-35,-35,-35,-35,-35,-35
21,-39.305809,-38.608219,-39.110706,-45.462151,-49.399406,-51.772575,-58.485504,-35,-35,-35,-35,-35,-35,-35
21.5,-38.485962,-39.309666,-40.355747,-45.270649,-48.864746,-51.584339,-57.713989,-35,-35,-35,-35,-35,-35,-35
22,-37.762241,-40.165974,-41.883114,-45.22142,-48.04776,-51.647018,-56.679989,-35,-35,-35,-35,-35,-35,-35
22.5,-37.247486,-40.940178,-43.336555,-45.242283,-46.998596,-51.845726,-55.572922,-35,-35,-35,-35,-35,-35,-35
23,-37.163929,-41.466511,-44.388313,-45.231609,-45.733356,-51.956562,-54.561855,-35,-35,-35,-35,-35,-35,-35
23.5,-37.741783,-41.717712,-44.963184,-45.129108,-44.256393,-51.756996,-53.735538,-35,-35,-35,-35,-35,-35,-35
24,-38.98407,-41.748615,-45.20248,-44.972565,-42.619358,-51.175922,-53.118988,-35,-35,-35,-35,-35,-35,-35
24.5,-40.632996,-41.641708,-45.320511,-44.854034,-40.94101,-50.292782,-52.699413,-35,-35,-35,-35,-35,-35,-35
25,-42.274513,-41.439064,-45.505222,-44.876842,-39.373001,-49.290516,-52.484993,-35,-35,-35,-35,-35,-35,-35
25.5,-43.537327,-41.181862,-45.772221,-45.086403,-38.013519,-48.402424,-52.559353,-35,-35,-35,-35,-35,-35,-35
26,-44.258087,-40.937897,-45.980957,-45.436844,-36.909389,-47.802883,-52.929821,-35,-35,-35,-35,-35,-35,-35
26.5,-44.473415,-40.747005,-45.932251,-45.829994,-36.113289,-47.560585,-53.432892,-35,-35,-35,-35,-35,-35,-35
27,-44.366982,-40.623131,-45.483749,-46.136364,-35.68166,-47.614529,-53.748672,-35,-35,-35,-35,-35,-35,-35
27.5,-44.176739,-40.536625,-44.703873,-46.284058,-35.719532,-47.834881,-53.544601,-35,-35,-35,-35,-35,-35,-35
28,-44.047394,-40.442646,-43.804039,-46.312527,-36.345585,-48.13324,-52.708782,-35,-35,-35,-35,-35,-35,-35
28.5,-44.03056,-40.268845,-43.004837,-46.250492,-37.609844,-48.449841,-51.432129,-35,-35,-35,-35,-35,-35,-35
29,-44.068756,-39.909695,-42.418396,-46.116867,-39.400318,-48.773079,-50.190987,-35,-35,-35,-35,-35,-35,-35
29.5,-44.104519,-39.273952,-42.008121,-45.887928,-41.374058,-49.115692,-49.488182,-35,-35,-35,-35,-35,-35,-35
30,-44.16642,-38.380856,-41.711651,-45.529011,-43.099495,-49.494541,-49.528301,-35,-35,-35,-35,-35,-35,-35
30.5,-44.311222,-37.424614,-41.488575,-45.093994,-44.243706,-49.957485,-50.174541,-35,-35,-35,-35,-35,-35,-35
31,-44.579765,-36.702908,-41.311722,-44.74691,-44.710037,-50.540657,-51.07613,-35,-35,-35,-35,-35,-35,-35
31.5,-44.985516,-36.401253,-41.137791,-44.780388,-44.642059,-51.275669,-51.934212,-35,-35,-35,-35,-35,-35,-35
32,-45.502911,-36.476196,-40.865509,-45.448845,-44.268078,-52.177597,-52.643944,-35,-35,-35,-35,-35,-35,-35
32.5,-46.09269,-36.69202,-40.412697,-46.752892,-43.825092,-53.181362,-53.242367,-35,-35,-35,-35,-35,-35,-35
33,-46.690228,-36.769676,-39.812336,-48.416313,-43.481972,-54.168495,-53.841473,-35,-35,-35,-35,-35,-35,-35
33.5,-47.231388,-36.568066,-39.243954,-49.98151,-43.275734,-55.007118,-54.524658,-35,-35,-35,-35,-35,-35,-35
34,-47.667545,-36.093052,-38.971249,-51.01004,-43.140778,-55.656693,-55.279266,-35,-35,-35,-35,-35,-35,-35
34.5,-47.977432,-35.516827,-39.210789,-51.257107,-42.947819,-56.148502,-55.969749,-35,-35,-35,-35,-35,-35,-35
35,-48.173031,-35.114147,-40.083241,-50.70274,-42.605183,-56.501797,-56.294228,-35,-35,-35,-35,-35,-35,-35
35.5,-48.261795,-35.096958,-41.565937,-49.558712,-42.117783,-56.736927,-55.960583,-35,-35,-35,-35,-35,-35,-35
36,-48.240902,-35.506874,-43.41621,-48.168873,-41.538841,-56.859344,-54.904984,-35,-35,-35,-35,-35,-35,-35
36.5,-48.089939,-36.159683,-45.269508,-46.868599,-41.016552,-56.885479,-53.351017,-35,-35,-35,-35,-35,-35,-35
37,-47.721352,-36.7337,-46.743053,-45.830872,-40.707924,-56.820137,-51.695156,-35,-35,-35,-35,-35,-35,-35
37.5,-47.026722,-36.941753,-47.58522,-44.997028,-40.720047,-56.632229,-50.27383,-35,-35,-35,-35,-35,-35,-35
38,-45.949352,-36.683033,-47.774014,-44.344471,-41.033615,-56.281128,-49.235439,-35,-35,-35,-35,-35,-35,-35
38.5,-44.587917,-36.132843,-47.455677,-43.982349,-41.464104,-55.749619,-48.544674,-35,-35,-35,-35,-35,-35,-35
39,-43.21806,-35.635201,-46.885174,-44.12711,-41.839935,-55.089046,-48.080864,-35,-35,-35,-35,-35,-35,-35
39.5,-42.15144,-35.537415,-46.302814,-44.968597,-42.0695,-54.467438,-47.7738,-35,-35,-35,-35,-35,-35,-35
40,-41.6026,-35.985146,-45.861267,-46.466125,-42.157597,-54.092419,-47.597324,-35,-35,-35,-35,-35,-35,-35
40.5,-41.559254,-36.876331,-45.593658,-48.286537,-42.149055,-54.10603,-47.592995,-35,-35,-35,-35,-35,-35,-35
41,-41.810074,-37.985294,-45.425358,-49.883492,-42.026615,-54.450199,-47.887516,-35,-35,-35,-35,-35,-35,-35
41.5,-42.076614,-39.091255,-45.30555,-50.726925,-41.773319,-54.821007,-48.570324,-35,-35,-35,-35,-35,-35,-35
42,-42.115047,-40.072971,-45.234447,-50.556252,-41.403126,-54.819969,-49.629383,-35,-35,-35,-35,-35,-35,-35
42.5,-41.810421,-40.952263,-45.226089,-49.446758,-40.958004,-54.118649,-50.917725,-35,-35,-35,-35,-35,-35,-35
43,-41.176533,-41.754509,-45.273563,-47.762421,-40.557526,-52.649506,-52.184975,-35,-35,-35,-35,-35,-35,-35
43.5,-40.320889,-42.457638,-45.294968,-45.951118,-40.350548,-50.745617,-53.148838,-35,-35,-35,-35,-35,-35,-35
44,-39.38773,-42.957436,-45.165394,-44.335464,-40.469872,-48.99007,-53.611504,-35,-35,-35,-35,-35,-35,-35
44.5,-38.502937,-43.065521,-44.724289,-43.03619,-40.900311,-47.958401,-53.581558,-35,-35,-35,-35,-35,-35,-35
45,-37.820614,-42.60022,-43.877926,-41.989727,-41.417992,-47.964489,-53.220631,-35,-35,-35,-35,-35,-35,-35
45.5,-37.510628,-41.474514,-42.70018,-41.072491,-41.734863,-48.939045,-52.737541,-35,-35,-35,-35,-35,-35,-35
46,-37.710442,-39.827316,-41.372505,-40.215744,-41.611351,-50.473663,-52.29578,-35,-35,-35,-35,-35,-35,-35
46.5,-38.508133,-37.994938,-40.169197,-39.411011,-41.047085,-52.028431,-51.921406,-35,-35,-35,-35,-35,-35,-35
47,-39.908924,-36.376629,-39.376667,-38.765961,-40.316063,-53.220421,-51.508198,-35,-35,-35,-35,-35,-35,-35
47.5,-41.801292,-35.321342,-39.120922,-38.445934,-39.719128,-53.985535,-50.877903,-35,-35,-35,-35,-35,-35,-35
48,-43.913002,-34.981625,-39.300659,-38.554626,-39.433472,-54.553802,-49.893681,-35,-35,-35,-35,-35,-35,-35
48.5,-45.798409,-35.28809,-39.619488,-39.039307,-39.498123,-55.238865,-48.634724,-35,-35,-35,-35,-35,-35,-35
49,-47.022816,-35.992035,-39.75993,-39.68774,-39.864803,-56.177856,-47.34269,-35,-35,-35,-35,-35,-35,-35
49.5,-47.353893,-36.718224,-39.52179,-40.310589,-40.482983,-57.242367,-46.360165,-35,-35,-35,-35,-35,-35,-35
50,-46.895523,-37.162205,-38.892315,-40.879047,-41.336826,-58.141071,-46.048275,-35,-35,-35,-35,-35,-35,-35
50.5,-45.993431,-37.191277,-38.06366,-41.512444,-42.501942,-58.583527,-46.577507,-35,-35,-35,-35,-35,-35,-35
51,-45.025352,-36.840771,-37.325623,-42.444088,-44.094311,-58.390438,-47.887321,-35,-35,-35,-35,-35,-35,-35
51.5,-44.265457,-36.268169,-36.952126,-43.850208,-46.118858,-57.512794,-49.725189,-35,-35,-35,-35,-35,-35,-35
52,-43.760544,-35.657154,-37.080467,-45.750042,-48.397171,-56.067707,-51.703629,-35,-35,-35,-35,-35,-35,-35
52.5,-43.355282,-35.204849,-37.628624,-47.977108,-50.544941,-54.320885,-53.465225,-35,-35,-35,-35,-35,-35,-35
53,-42.854141,-35.060364,-38.426834,-50.238564,-52.123901,-52.551506,-54.803837,-35,-35,-35,-35,-35,-35,-35
53.5,-42.163994,-35.225658,-39.333496,-52.290451,-52.832119,-50.973122,-55.759811,-35,-35,-35,-35,-35,-35,-35
54,-41.3517,-35.549862,-40.254055,-53.959755,-52.579918,-49.701626,-56.507519,-35,-35,-35,-35,-35,-35,-35
54.5,-40.526031,-35.820518,-41.171944,-55.145138,-51.520672,-48.754883,-57.166992,-35,-35,-35,-35,-35,-35,-35
55,-39.717686,-35.892262,-42.123531,-55.807602,-49.97422,-48.09269,-57.75058,-35,-35,-35,-35,-35,-35,-35
55.5,-38.858074,-35.763538,-43.163731,-55.991413,-48.319069,-47.650295,-58.118507,-35,-35,-35,-35,-35,-35,-35
56,-37.780476,-35.530685,-44.290718,-55.903236,-46.801811,-47.401825,-58.045647,-35,-35,-35,-35,-35,-35,-35
56.5,-36.338497,-35.334923,-45.40863,-55.72348,-45.386971,-47.291679,-57.36504,-35,-35,-35,-35,-35,-35,-35
57,-34.533352,-35.263889,-46.389992,-55.449436,-43.823612,-47.166229,-56.035023,-35,-35,-35,-35,-35,-35,-35
57.5,-32.547474,-35.337891,-47.074642,-54.950897,-41.826706,-46.814224,-54.187054,-35,-35,-35,-35,-35,-35,-35
58,-30.785276,-35.608196,-47.342972,-54.153934,-39.323994,-46.108559,-52.077724,-35,-35,-35,-35,-35,-35,-35
58.5,-29.703243,-36.136158,-47.169247,-53.169998,-36.572361,-45.180641,-49.978481,-35,-35,-35,-35,-35,-35,-35
59,-29.590563,-36.96949,-46.64975,-52.247108,-34.019539,-44.359612,-48.112896,-35,-35,-35,-35,-35,-35,-35
59.5,-30.46899,-38.047478,-45.986595,-51.618626,-32.128632,-43.963909,-46.628956,-35,-35,-35,-35,-35,-35,-35
60,-32.082813,-39.162624,-45.344975,-51.410435,-31.140999,-44.091663,-45.621437,-35,-35,-35,-35,-35,-35,-35
60.5,-34.071304,-40.043301,-44.80957,-51.508926,-31.004045,-44.536743,-45.127087,-35,-35,-35,-35,-35,-35,-35
61,-36.11718,-40.456577,-44.424652,-51.607143,-31.472221,-44.957142,-45.115814,-35,-35,-35,-35,-35,-35,-35
61.5,-38.013828,-40.387726,-44.23769,-51.348225,-32.217869,-45.079548,-45.480957,-35,-35,-35,-35,-35,-35,-35
62,-39.68008,-40.059776,-44.319427,-50.503506,-33.036816,-44.883564,-46.03344,-35,-35,-35,-35,-35,-35,-35
62.5,-41.103531,-39.803211,-44.68346,-49.098396,-33.93428,-44.662548,-46.625614,-35,-35,-35,-35,-35,-35,-35
63,-42.301365,-39.903862,-45.201187,-47.347519,-35.059563,-44.859524,-47.236584,-35,-35,-35,-35,-35,-35,-35
63.5,-43.248222,-40.379219,-45.624836,-45.55217,-36.630177,-45.83688,-47.915741,-35,-35,-35,-35,-35,-35,-35
64,-43.877312,-41.010273,-45.68586,-43.955368,-38.700352,-47.701778,-48.733105,-35,-35,-35,-35,-35,-35,-35
64.5,-44.127071,-41.483807,-45.281792,-42.618919,-41.094486,-50.216362,-49.667873,-35,-35,-35,-35,-35,-35,-35
65,-43.972118,-41.558971,-44.549229,-41.48481,-43.452751,-52.916519,-50.606449,-35,-35,-35,-35,-35,-35,-35
65.5,-43.478359,-41.252613,-43.778389,-40.509739,-45.374783,-55.264275,-51.403362,-35,-35,-35,-35,-35,-35,-35
66,-42.784821,-40.820629,-43.301907,-39.741577,-46.612209,-56.87394,-51.96051,-35,-35,-35,-35,-35,-35,-35
66.5,-42.014889,-40.589943,-43.274265,-39.313065,-47.103817,-57.623219,-52.288376,-35,-35,-35,-35,-35,-35,-35
67,-41.283516,-40.749817,-43.592854,-39.358433,-47.019066,-57.599678,-52.50861,-35,-35,-35,-35,-35,-35,-35
67.5,-40.688137,-41.24147,-43.951965,-39.966545,-46.731682,-57.056229,-52.82851,-35,-35,-35,-35,-35,-35,-35
68,-40.365238,-41.832504,-43.947128,-41.077053,-46.626915,-56.261295,-53.43539,-35,-35,-35,-35,-35,-35,-35
68.5,-40.469322,-42.188801,-43.284992,-42.472431,-46.949364,-55.370499,-54.332611,-35,-35,-35,-35,-35,-35,-35
69,-41.082436,-42.03471,-41.88382,-43.860859,-47.670143,-54.434071,-55.361546,-35,-35,-35,-35,-35,-35,-35
69.5,-42.236378,-41.361771,-39.998871,-44.90591,-48.558529,-53.434368,-56.230598,-35,-35,-35,-35,-35,-35,-35
70,-43.840092,-40.442764,-38.134224,-45.359776,-49.362289,-52.382046,-56.603516,-35,-35,-35,-35,-35,-35,-35
70.5,-45.670254,-39.739704,-36.818935,-45.182945,-49.871521,-51.378643,-56.232197,-35,-35,-35,-35,-35,-35,-35
71,-47.407703,-39.702911,-36.489918,-44.555172,-49.97752,-50.629368,-55.062401,-35,-35,-35,-35,-35,-35,-35
71.5,-48.63377,-40.535221,-37.345535,-43.812893,-49.628582,-50.356647,-53.272255,-35,-35,-35,-35,-35,-35,-35
72,-49.012791,-42.092762,-39.264481,-43.258305,-48.820202,-50.629196,-51.171257,-35,-35,-35,-35,-35,-35,-35
72.5,-48.444225,-43.904984,-41.88398,-43.073925,-47.675423,-51.290817,-49.07642,-35,-35,-35,-35,-35,-35,-35
73,-47.091408,-45.449253,-44.706322,-43.303852,-46.384766,-52.035873,-47.264622,-35,-35,-35,-35,-35,-35,-35
73.5,-45.345821,-46.388329,-47.222557,-43.884079,-45.143654,-52.542336,-45.902771,-35,-35,-35,-35,-35,-35,-35
74,-43.677204,-46.656948,-49.019577,-44.71088,-44.049603,-52.649715,-45.113499,-35,-35,-35,-35,-35,-35,-35
74.5,-42.495583,-46.457146,-49.903725,-45.635242,-43.130013,-52.364563,-44.944359,-35,-35,-35,-35,-35,-35,-35
75,-41.988918,-46.107689,-49.983467,-46.516422,-42.409836,-51.855488,-45.309521,-35,-35,-35,-35,-35,-35,-35
75.5,-42.03458,-45.932404,-49.5686,-47.240597,-41.827312,-51.401958,-46.117744,-35,-35,-35,-35,-35,-35,-35
76,-42.322803,-46.19062,-49.036442,-47.691711,-41.228214,-51.163666,-47.305279,-35,-35,-35,-35,-35,-35,-35
76.5,-42.497761,-46.917088,-48.697723,-47.79895,-40.435566,-51.10841,-48.806053,-35,-35,-35,-35,-35,-35,-35
77,-42.362286,-47.895245,-48.642536,-47.517479,-39.366066,-51.044533,-50.443405,-35,-35,-35,-35,-35,-35,-35
77.5,-41.968338,-48.72884,-48.790943,-46.856472,-38.165634,-50.772453,-51.905117,-35,-35,-35,-35,-35,-35,-35
78,-41.514893,-49.043896,-48.97002,-45.979153,-37.165688,-50.284111,-52.904804,-35,-35,-35,-35,-35,-35,-35
78.5,-41.268177,-48.736408,-48.997921,-45.14526,-36.744045,-49.857964,-53.354847,-35,-35,-35,-35,-35,-35,-35
79,-41.421898,-47.963203,-48.724136,-44.578777,-37.16367,-49.965683,-53.379253,-35,-35,-35,-35,-35,-35,-35
79.5,-42.001484,-47.060249,-48.013664,-44.388035,-38.43309,-50.956036,-53.197151,-35,-35,-35,-35,-35,-35,-35
80,-42.883839,-46.318977,-46.819336,-44.468674,-40.273483,-52.822441,-53.020565,-35,-35,-35,-35,-35,-35,-35
80.5,-43.841404,-45.861141,-45.241669,-44.512146,-42.203278,-55.268661,-53.023869,-35,-35,-35,-35,-35,-35,-35
81,-44.72393,-45.679581,-43.542484,-44.126228,-43.751774,-57.796223,-53.263027,-35,-35,-35,-35,-35,-35,-35
81.5,-45.508732,-45.647129,-42.083035,-43.112362,-44.71349,-59.917458,-53.672493,-35,-35,-35,-35,-35,-35,-35
82,-46.229622,-45.608776,-41.15744,-41.591526,-45.177227,-61.321026,-54.125805,-35,-35,-35,-35,-35,-35,-35
82.5,-46.937351,-45.392124,-40.903885,-39.940144,-45.413437,-61.886803,-54.475136,-35,-35,-35,-35,-35,-35,-35
83,-47.590759,-44.845222,-41.223553,-38.675491,-45.645489,-61.68272,-54.58884,-35,-35,-35,-35,-35,-35,-35
83.5,-48.023701,-43.924137,-41.78474,-38.202499,-45.923733,-60.855446,-54.406506,-35,-35,-35,-35,-35,-35,-35
84,-48.024261,-42.685764,-42.1912,-38.645123,-46.187359,-59.566967,-53.958782,-35,-35,-35,-35,-35,-35,-35
84.5,-47.505562,-41.292519,-42.143681,-39.847538,-46.317738,-57.965904,-53.453857,-35,-35,-35,-35,-35,-35,-35
85,-46.603863,-39.960567,-41.57782,-41.461124,-46.22208,-56.19471,-53.164543,-35,-35,-35,-35,-35,-35,-35
85.5,-45.569332,-38.838982,-40.638268,-43.129219,-45.893959,-54.498833,-53.275627,-35,-35,-35,-35,-35,-35,-35
86,-44.673737,-38.046783,-39.604271,-44.638653,-45.385567,-53.178909,-53.765583,-35,-35,-35,-35,-35,-35,-35
86.5,-44.046627,-37.692619,-38.853325,-45.972755,-44.869129,-52.441799,-54.444054,-35,-35,-35,-35,-35,-35,-35
87,-43.557625,-37.846157,-38.690632,-47.212143,-44.5947,-52.27631,-55.137352,-35,-35,-35,-35,-35,-35,-35
87.5,-42.967525,-38.511574,-39.219879,-48.343254,-44.752201,-52.416058,-55.749969,-35,-35,-35,-35,-35,-35,-35
88,-42.102959,-39.527122,-40.303993,-49.266644,-45.324127,-52.506409,-56.222298,-35,-35,-35,-35,-35,-35,-35
88.5,-41.037533,-40.639721,-41.65765,-49.892818,-46.050976,-52.269798,-56.531101,-35,-35,-35,-35,-35,-35,-35
89,-40.081036,-41.667007,-43.044441,-50.225651,-46.601582,-51.610222,-56.642365,-35,-35,-35,-35,-35,-35,-35
89.5,-39.598976,-42.610104,-44.371582,-50.408398,-46.698795,-50.627598,-56.524487,-35,-35,-35,-35,-35,-35,-35
90,-39.793804,-43.638462,-45.69799,-50.646706,-46.187622,-49.471096,-56.092426,-35,-35,-35,-35,-35,-35,-35
90.5,-40.514271,-44.876801,-47.127251,-51.124882,-45.125511,-48.241367,-55.269581,-35,-35,-35,-35,-35,-35,-35
91,-41.371704,-46.251823,-48.600281,-51.91222,-43.767113,-46.99493,-54.158596,-35,-35,-35,-35,-35,-35,-35
91.5,-41.99818,-47.513042,-49.865433,-52.880917,-42.442455,-45.774609,-52.999222,-35,-35,-35,-35,-35,-35,-35
92,-42.185448,-48.373177,-50.598434,-53.748287,-41.38356,-44.704659,-52.07246,-35,-35,-35,-35,-35,-35,-35
92.5,-42.006611,-48.702133,-50.578533,-54.139595,-40.649139,-43.96273,-51.515385,-35,-35,-35,-35,-35,-35,-35
93,-41.730228,-48.551449,-49.819935,-53.802155,-40.134571,-43.723541,-51.23991,-35,-35,-35,-35,-35,-35,-35
93.5,-41.638195,-48.124859,-48.486794,-52.779041,-39.64093,-44.097717,-51.053074,-35,-35,-35,-35,-35,-35,-35
94,-41.883553,-47.660282,-46.831539,-51.311424,-39.064922,-45.086075,-50.792603,-35,-35,-35,-35,-35,-35,-35
94.5,-42.401527,-47.282669,-45.10149,-49.74054,-38.467453,-46.583939,-50.463989,-35,-35,-35,-35,-35,-35,-35
95,-43.034225,-46.985256,-43.44706,-48.359982,-38.006733,-48.374458,-50.174084,-35,-35,-35,-35,-35,-35,-35
95.5,-43.629791,-46.634068,-41.93874,-47.2859,-37.840473,-50.205776,-50.010925,-35,-35,-35,-35,-35,-35,-35
96,-44.026226,-46.063904,-40.57753,-46.444569,-37.978065,-51.88596,-50.06144,-35,-35,-35,-35,-35,-35,-35
96.5,-44.113342,-45.219372,-39.389442,-45.617664,-38.295757,-53.235729,-50.40086,-35,-35,-35,-35,-35,-35,-35
97,-43.867443,-44.164356,-38.466301,-44.671238,-38.636681,-54.135433,-51.049694,-35,-35,-35,-35,-35,-35,-35
97.5,-43.394402,-43.057018,-37.888092,-43.668064,-38.912693,-54.566257,-51.976303,-35,-35,-35,-35,-35,-35,-35
98,-42.869198,-42.018665,-37.704845,-42.844093,-39.207558,-54.644875,-53.035332,-35,-35,-35,-35,-35,-35,-35
98.5,-42.453091,-41.042877,-37.888824,-42.462696,-39.676689,-54.593201,-54.067608,-35,-35,-35,-35,-35,-35,-35
99,-42.307339,-40.014481,-38.338715,-42.593388,-40.43742,-54.619675,-54.983521,-35,-35,-35,-35,-35,-35,-35
99.5,-42.516941,-38.787327,-38.915565,-43.122738,-41.498249,-54.852386,-55.824211,-35,-35,-35,-35,-35,-35,-35
100,-43.05011,-37.313324,-39.452919,-43.813541,-42.715855,-55.278996,-56.74345,-35,-35,-35,-35,-35,-35,-35
100.5,-43.807716,-35.676086,-39.860527,-44.406765,-43.959164,-55.73135,-57.838917,-35,-35,-35,-35,-35,-35,-35
101,-44.638863,-34.042236,-40.146172,-44.772186,-45.206886,-55.994068,-59.043476,-35,-35,-35,-35,-35,-35,-35
101.5,-45.353226,-32.680641,-40.381683,-44.949192,-46.552357,-55.886875,-60.187511,-35,-35,-35,-35,-35,-35,-35
102,-45.746868,-31.890635,-40.733158,-45.102131,-48.105892,-55.342026,-61.137218,-35,-35,-35,-35,-35,-35,-35
102.5,-45.682411,-31.920832,-41.317387,-45.384129,-49.867599,-54.397316,-61.915508,-35,-35,-35,-35,-35,-35,-35
103,-45.165607,-32.84428,-42.129917,-45.831375,-51.689068,-53.169407,-62.62093,-35,-35,-35,-35,-35,-35,-35
103.5,-44.339878,-34.445328,-43.030212,-46.367599,-53.273758,-51.858196,-63.342251,-35,-35,-35,-35,-35,-35,-35
104,-43.475216,-36.344566,-43.781204,-46.81633,-54.254078,-50.640152,-63.99514,-35,-35,-35,-35,-35,-35,-35
104.5,-42.82962,-38.127987,-44.229065,-47.04258,-54.34409,-49.619537,-64.314491,-35,-35,-35,-35,-35,-35,-35
105,-42.53299,-39.529457,-44.38271,-47.070614,-53.458843,-48.840641,-64.058487,-35,-35,-35,-35,-35,-35,-35
105.5,-42.599075,-40.479454,-44.449249,-47.096191,-51.821327,-48.300644,-63.177582,-35,-35,-35,-35,-35,-35,-35
